id,stakeholder,formula_type,norm_type,original_nl,formula,backtranslated_nl,semantic_score,error_type,notes
MINISTRY053,Food Ministry,dyadic,permission,Pregnant users may be recommended products that are safe for pregnant users and carry a safety warning.,"∀x.∀y.P(recommend(System,y,x)|pregnant(x)∧safeForPregnantUsers(y)∧hasSafetyWarning(y))","For every user and product, if the product has a safety warning and the user is pregnant and the product is safe for pregnant users, then the system is permitted to recommend the product to the user.",,,
MINISTRY054,Food Ministry,implication,permission,Hypertensive users may be recommended products that comply with the nutrition guideline.,"∀x.∀y.hypertensive(x)∧compliesWithGuideline(y)->P(recommend(System,y,x))","For every user and product, if the product complies with ministry guidelines and the user is hypertensive, then the system is permitted to recommend the product to the user.",,,
MINISTRY054,Food Ministry,dyadic,permission,Hypertensive users may be recommended products that comply with the nutrition guideline.,"∀x.∀y.P(recommend(System,y,x)|hypertensive(x)∧compliesWithGuideline(y))","For every user and product, if the product complies with ministry guidelines and the user is hypertensive, then the system is permitted to recommend the product to the user.",,,
MINISTRY055,Food Ministry,implication,permission,Hypertensive users may be recommended products that do not exceed the salt limit and have a nutrition label.,"∀x.∀y.hypertensive(x)∧¬exceedsSaltLimit(y)∧hasNutritionLabel(y)->P(recommend(System,y,x))","For every user and product, if the product has a nutrition label and the user is hypertensive and it is not the case that the product exceeds salt limits, then the system is permitted to recommend the product to the user.",,,
MINISTRY055,Food Ministry,dyadic,permission,Hypertensive users may be recommended products that do not exceed the salt limit and have a nutrition label.,"∀x.∀y.P(recommend(System,y,x)|hypertensive(x)∧¬exceedsSaltLimit(y)∧hasNutritionLabel(y))","For every user and product, if the product has a nutrition label and the user is hypertensive and it is not the case that the product exceeds salt limits, then the system is permitted to recommend the product to the user.",,,
MINISTRY056,Food Ministry,implication,permission,Elderly users may be recommended healthy meals.,"∀x.∀y.elderly(x)∧healthyMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is elderly and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
MINISTRY056,Food Ministry,dyadic,permission,Elderly users may be recommended healthy meals.,"∀x.∀y.P(recommend(System,y,x)|elderly(x)∧healthyMeal(y))","For every user and product, if the user is elderly and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
MINISTRY057,Food Ministry,implication,permission,Elderly users may be recommended products that comply with the nutrition guideline.,"∀x.∀y.elderly(x)∧compliesWithGuideline(y)->P(recommend(System,y,x))","For every user and product, if the product complies with ministry guidelines and the user is elderly, then the system is permitted to recommend the product to the user.",,,
MINISTRY057,Food Ministry,dyadic,permission,Elderly users may be recommended products that comply with the nutrition guideline.,"∀x.∀y.P(recommend(System,y,x)|elderly(x)∧compliesWithGuideline(y))","For every user and product, if the product complies with ministry guidelines and the user is elderly, then the system is permitted to recommend the product to the user.",,,
MINISTRY058,Food Ministry,implication,permission,Users requiring halal food may be recommended products that are verified halal.,"∀x.∀y.requiresHalal(x)∧verifiedHalal(y)->P(recommend(System,y,x))","For every user and product, if the user requires halal food and the product has verified halal status, then the system is permitted to recommend the product to the user.",,,
MINISTRY058,Food Ministry,dyadic,permission,Users requiring halal food may be recommended products that are verified halal.,"∀x.∀y.P(recommend(System,y,x)|requiresHalal(x)∧verifiedHalal(y))","For every user and product, if the user requires halal food and the product has verified halal status, then the system is permitted to recommend the product to the user.",,,
MINISTRY059,Food Ministry,implication,permission,Users requiring kosher food may be recommended products that are verified kosher.,"∀x.∀y.requiresKosher(x)∧verifiedKosher(y)->P(recommend(System,y,x))","For every user and product, if the user requires kosher food and the product has verified kosher status, then the system is permitted to recommend the product to the user.",,,
MINISTRY059,Food Ministry,dyadic,permission,Users requiring kosher food may be recommended products that are verified kosher.,"∀x.∀y.P(recommend(System,y,x)|requiresKosher(x)∧verifiedKosher(y))","For every user and product, if the user requires kosher food and the product has verified kosher status, then the system is permitted to recommend the product to the user.",,,
MINISTRY060,Food Ministry,implication,permission,Users requiring gluten-free food may be recommended products that are certified gluten-free.,"∀x.∀y.requiresGlutenFree(x)∧certifiedGlutenFree(y)->P(recommend(System,y,x))","For every user and product, if the product is certified gluten-free and the user requires gluten-free food, then the system is permitted to recommend the product to the user.",,,
MINISTRY060,Food Ministry,dyadic,permission,Users requiring gluten-free food may be recommended products that are certified gluten-free.,"∀x.∀y.P(recommend(System,y,x)|requiresGlutenFree(x)∧certifiedGlutenFree(y))","For every user and product, if the product is certified gluten-free and the user requires gluten-free food, then the system is permitted to recommend the product to the user.",,,
MINISTRY061,Food Ministry,implication,permission,Users requiring lactose-free food may be recommended products that are certified lactose-free.,"∀x.∀y.requiresLactoseFree(x)∧certifiedLactoseFree(y)->P(recommend(System,y,x))","For every user and product, if the product is certified lactose-free and the user requires lactose-free food, then the system is permitted to recommend the product to the user.",,,
MINISTRY061,Food Ministry,dyadic,permission,Users requiring lactose-free food may be recommended products that are certified lactose-free.,"∀x.∀y.P(recommend(System,y,x)|requiresLactoseFree(x)∧certifiedLactoseFree(y))","For every user and product, if the product is certified lactose-free and the user requires lactose-free food, then the system is permitted to recommend the product to the user.",,,
MINISTRY062,Food Ministry,implication,permission,Gluten-sensitive users may be recommended products that are certified gluten-free.,"∀x.∀y.glutenSensitive(x)∧certifiedGlutenFree(y)->P(recommend(System,y,x))","For every user and product, if the product is certified gluten-free and the user is gluten-sensitive, then the system is permitted to recommend the product to the user.",,,
MINISTRY062,Food Ministry,dyadic,permission,Gluten-sensitive users may be recommended products that are certified gluten-free.,"∀x.∀y.P(recommend(System,y,x)|glutenSensitive(x)∧certifiedGlutenFree(y))","For every user and product, if the product is certified gluten-free and the user is gluten-sensitive, then the system is permitted to recommend the product to the user.",,,
MINISTRY063,Food Ministry,implication,permission,Lactose-intolerant users may be recommended products that are certified lactose-free.,"∀x.∀y.lactoseIntolerant(x)∧certifiedLactoseFree(y)->P(recommend(System,y,x))","For every user and product, if the product is certified lactose-free and the user is lactose-intolerant, then the system is permitted to recommend the product to the user.",,,
MINISTRY063,Food Ministry,dyadic,permission,Lactose-intolerant users may be recommended products that are certified lactose-free.,"∀x.∀y.P(recommend(System,y,x)|lactoseIntolerant(x)∧certifiedLactoseFree(y))","For every user and product, if the product is certified lactose-free and the user is lactose-intolerant, then the system is permitted to recommend the product to the user.",,,
MINISTRY064,Food Ministry,implication,permission,Children may be recommended healthy meals that are approved by the ministry.,"∀x.∀y.child(x)∧healthyMeal(y)∧approvedByMinistry(y)->P(recommend(System,y,x))","For every user and product, if the product is approved by the ministry and the user is a child and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
MINISTRY064,Food Ministry,dyadic,permission,Children may be recommended healthy meals that are approved by the ministry.,"∀x.∀y.P(recommend(System,y,x)|child(x)∧healthyMeal(y)∧approvedByMinistry(y))","For every user and product, if the product is approved by the ministry and the user is a child and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
MINISTRY065,Food Ministry,implication,permission,Children may be recommended healthy meals that have a nutrition label.,"∀x.∀y.child(x)∧healthyMeal(y)∧hasNutritionLabel(y)->P(recommend(System,y,x))","For every user and product, if the user is a child and the product has a nutrition label and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
MINISTRY065,Food Ministry,dyadic,permission,Children may be recommended healthy meals that have a nutrition label.,"∀x.∀y.P(recommend(System,y,x)|child(x)∧healthyMeal(y)∧hasNutritionLabel(y))","For every user and product, if the user is a child and the product has a nutrition label and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
MINISTRY066,Food Ministry,implication,permission,Vulnerable users may be recommended healthy meals.,"∀x.∀y.vulnerableUser(x)∧healthyMeal(y)->P(recommend(System,y,x))","For every user and product, if the product is a healthy meal and the user is vulnerable, then the system is permitted to recommend the product to the user.",,,
MINISTRY066,Food Ministry,dyadic,permission,Vulnerable users may be recommended healthy meals.,"∀x.∀y.P(recommend(System,y,x)|vulnerableUser(x)∧healthyMeal(y))","For every user and product, if the product is a healthy meal and the user is vulnerable, then the system is permitted to recommend the product to the user.",,,
MINISTRY067,Food Ministry,implication,permission,Vulnerable users may be recommended products that are approved by the ministry.,"∀x.∀y.vulnerableUser(x)∧approvedByMinistry(y)->P(recommend(System,y,x))","For every user and product, if the product is approved by the ministry and the user is vulnerable, then the system is permitted to recommend the product to the user.",,,
MINISTRY067,Food Ministry,dyadic,permission,Vulnerable users may be recommended products that are approved by the ministry.,"∀x.∀y.P(recommend(System,y,x)|vulnerableUser(x)∧approvedByMinistry(y))","For every user and product, if the product is approved by the ministry and the user is vulnerable, then the system is permitted to recommend the product to the user.",,,
MINISTRY068,Food Ministry,implication,permission,Adults may be recommended products that are approved by the ministry and have a nutrition label.,"∀x.∀y.adult(x)∧approvedByMinistry(y)∧hasNutritionLabel(y)->P(recommend(System,y,x))","For every user and product, if the user is an adult and the product is approved by the ministry and the product has a nutrition label, then the system is permitted to recommend the product to the user.",,,
MINISTRY068,Food Ministry,dyadic,permission,Adults may be recommended products that are approved by the ministry and have a nutrition label.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧approvedByMinistry(y)∧hasNutritionLabel(y))","For every user and product, if the user is an adult and the product is approved by the ministry and the product has a nutrition label, then the system is permitted to recommend the product to the user.",,,
MINISTRY069,Food Ministry,implication,permission,Adults may be recommended energy drinks that carry a safety warning.,"∀x.∀y.adult(x)∧energyDrink(y)∧hasSafetyWarning(y)->P(recommend(System,y,x))","For every user and product, if the user is an adult and the product is an energy drink and the product has a safety warning, then the system is permitted to recommend the product to the user.",,,
MINISTRY069,Food Ministry,dyadic,permission,Adults may be recommended energy drinks that carry a safety warning.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧energyDrink(y)∧hasSafetyWarning(y))","For every user and product, if the user is an adult and the product is an energy drink and the product has a safety warning, then the system is permitted to recommend the product to the user.",,,
MINISTRY070,Food Ministry,implication,permission,Diabetic users may be recommended healthy meals that do not exceed the sugar limit.,"∀x.∀y.diabetic(x)∧healthyMeal(y)∧¬exceedsSugarLimit(y)->P(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is a healthy meal and it is not the case that the product exceeds sugar limits, then the system is permitted to recommend the product to the user.",,,
MINISTRY070,Food Ministry,dyadic,permission,Diabetic users may be recommended healthy meals that do not exceed the sugar limit.,"∀x.∀y.P(recommend(System,y,x)|diabetic(x)∧healthyMeal(y)∧¬exceedsSugarLimit(y))","For every user and product, if the user is diabetic and the product is a healthy meal and it is not the case that the product exceeds sugar limits, then the system is permitted to recommend the product to the user.",,,
MINISTRY071,Food Ministry,implication,permission,Pregnant users may be recommended products that are safe for pregnant users or are healthy meals.,"∀x.∀y.pregnant(x)∧(safeForPregnantUsers(y)∨healthyMeal(y))->P(recommend(System,y,x))","For every user and product, if the user is pregnant and the product is safe for pregnant users, then the system is permitted to recommend the product to the user.",,,
MINISTRY071,Food Ministry,dyadic,permission,Pregnant users may be recommended products that are safe for pregnant users or are healthy meals.,"∀x.∀y.P(recommend(System,y,x)|pregnant(x)∧(safeForPregnantUsers(y)∨healthyMeal(y)))","For every user and product, if the user is pregnant and the product is safe for pregnant users, then the system is permitted to recommend the product to the user.",,,
MINISTRY072,Food Ministry,implication,permission,Elderly users may be recommended healthy meals that are affordable.,"∀x.∀y.elderly(x)∧healthyMeal(y)∧affordableMeal(y)->P(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the user is elderly and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
MINISTRY072,Food Ministry,dyadic,permission,Elderly users may be recommended healthy meals that are affordable.,"∀x.∀y.P(recommend(System,y,x)|elderly(x)∧healthyMeal(y)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the user is elderly and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
MINISTRY073,Food Ministry,implication,permission,Users requiring halal food may be recommended products that are verified halal and approved by the ministry.,"∀x.∀y.requiresHalal(x)∧verifiedHalal(y)∧approvedByMinistry(y)->P(recommend(System,y,x))","For every user and product, if the product is approved by the ministry and the user requires halal food and the product has verified halal status, then the system is permitted to recommend the product to the user.",,,
MINISTRY073,Food Ministry,dyadic,permission,Users requiring halal food may be recommended products that are verified halal and approved by the ministry.,"∀x.∀y.P(recommend(System,y,x)|requiresHalal(x)∧verifiedHalal(y)∧approvedByMinistry(y))","For every user and product, if the product is approved by the ministry and the user requires halal food and the product has verified halal status, then the system is permitted to recommend the product to the user.",,,
MINISTRY074,Food Ministry,implication,permission,Users requiring kosher food may be recommended products that are verified kosher and approved by the ministry.,"∀x.∀y.requiresKosher(x)∧verifiedKosher(y)∧approvedByMinistry(y)->P(recommend(System,y,x))","For every user and product, if the product is approved by the ministry and the user requires kosher food and the product has verified kosher status, then the system is permitted to recommend the product to the user.",,,
MINISTRY074,Food Ministry,dyadic,permission,Users requiring kosher food may be recommended products that are verified kosher and approved by the ministry.,"∀x.∀y.P(recommend(System,y,x)|requiresKosher(x)∧verifiedKosher(y)∧approvedByMinistry(y))","For every user and product, if the product is approved by the ministry and the user requires kosher food and the product has verified kosher status, then the system is permitted to recommend the product to the user.",,,
MINISTRY075,Food Ministry,implication,permission,Adults may be recommended products that comply with the nutrition guideline and have a nutrition label.,"∀x.∀y.adult(x)∧compliesWithGuideline(y)∧hasNutritionLabel(y)->P(recommend(System,y,x))","For every user and product, if the user is an adult and the product complies with ministry guidelines and the product has a nutrition label, then the system is permitted to recommend the product to the user.",,,
MINISTRY075,Food Ministry,dyadic,permission,Adults may be recommended products that comply with the nutrition guideline and have a nutrition label.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧compliesWithGuideline(y)∧hasNutritionLabel(y))","For every user and product, if the user is an adult and the product complies with ministry guidelines and the product has a nutrition label, then the system is permitted to recommend the product to the user.",,,
MINISTRY076,Food Ministry,implication,obligation,Vulnerable users must be recommended healthy meals that are affordable.,"∀x.∀y.vulnerableUser(x)∧healthyMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the product is a healthy meal and the user is vulnerable, then the system is obligated to recommend the product to the user.",,,
MINISTRY076,Food Ministry,dyadic,obligation,Vulnerable users must be recommended healthy meals that are affordable.,"∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧healthyMeal(y)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the product is a healthy meal and the user is vulnerable, then the system is obligated to recommend the product to the user.",,,
MINISTRY077,Food Ministry,implication,obligation,Vulnerable users must be recommended affordable meals.,"∀x.∀y.vulnerableUser(x)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the user is vulnerable, then the system is obligated to recommend the product to the user.",,,
MINISTRY077,Food Ministry,dyadic,obligation,Vulnerable users must be recommended affordable meals.,"∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the user is vulnerable, then the system is obligated to recommend the product to the user.",,,
MINISTRY078,Food Ministry,implication,obligation,Vulnerable users must be recommended meals that are healthy or affordable.,"∀x.∀y.vulnerableUser(x)∧(healthyMeal(y)∨affordableMeal(y))->O(recommend(System,y,x))","For every user and product, if the product is a healthy meal and the user is vulnerable, then the system is obligated to recommend the product to the user.",,,
MINISTRY078,Food Ministry,dyadic,obligation,Vulnerable users must be recommended meals that are healthy or affordable.,"∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧(healthyMeal(y)∨affordableMeal(y)))","For every user and product, if the product is a healthy meal and the user is vulnerable, then the system is obligated to recommend the product to the user.",,,
MINISTRY079,Food Ministry,implication,obligation,Vulnerable users must be recommended approved healthy meals.,"∀x.∀y.vulnerableUser(x)∧approvedByMinistry(y)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is approved by the ministry and the product is a healthy meal and the user is vulnerable, then the system is obligated to recommend the product to the user.",,,
MINISTRY079,Food Ministry,dyadic,obligation,Vulnerable users must be recommended approved healthy meals.,"∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧approvedByMinistry(y)∧healthyMeal(y))","For every user and product, if the product is approved by the ministry and the product is a healthy meal and the user is vulnerable, then the system is obligated to recommend the product to the user.",,,
MINISTRY080,Food Ministry,implication,obligation,Elderly users must be recommended healthy meals.,"∀x.∀y.elderly(x)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the user is elderly and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY080,Food Ministry,dyadic,obligation,Elderly users must be recommended healthy meals.,"∀x.∀y.O(recommend(System,y,x)|elderly(x)∧healthyMeal(y))","For every user and product, if the user is elderly and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY081,Food Ministry,implication,obligation,Elderly users must be recommended healthy meals that are affordable.,"∀x.∀y.elderly(x)∧healthyMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the user is elderly and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY081,Food Ministry,dyadic,obligation,Elderly users must be recommended healthy meals that are affordable.,"∀x.∀y.O(recommend(System,y,x)|elderly(x)∧healthyMeal(y)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the user is elderly and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY082,Food Ministry,implication,obligation,Diabetic users must be recommended healthy meals that are safe for diabetic users.,"∀x.∀y.diabetic(x)∧safeForDiabeticUsers(y)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is a healthy meal and the product is safe for diabetic users, then the system is obligated to recommend the product to the user.",,,
MINISTRY082,Food Ministry,dyadic,obligation,Diabetic users must be recommended healthy meals that are safe for diabetic users.,"∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧safeForDiabeticUsers(y)∧healthyMeal(y))","For every user and product, if the user is diabetic and the product is a healthy meal and the product is safe for diabetic users, then the system is obligated to recommend the product to the user.",,,
MINISTRY083,Food Ministry,implication,obligation,Diabetic users must be recommended affordable meals that are safe for diabetic users.,"∀x.∀y.diabetic(x)∧safeForDiabeticUsers(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the user is diabetic and the product is safe for diabetic users, then the system is obligated to recommend the product to the user.",,,
MINISTRY083,Food Ministry,dyadic,obligation,Diabetic users must be recommended affordable meals that are safe for diabetic users.,"∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧safeForDiabeticUsers(y)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the user is diabetic and the product is safe for diabetic users, then the system is obligated to recommend the product to the user.",,,
MINISTRY084,Food Ministry,implication,obligation,Pregnant users must be recommended healthy meals that are safe for pregnant users.,"∀x.∀y.pregnant(x)∧safeForPregnantUsers(y)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is a healthy meal and the user is pregnant and the product is safe for pregnant users, then the system is obligated to recommend the product to the user.",,,
MINISTRY084,Food Ministry,dyadic,obligation,Pregnant users must be recommended healthy meals that are safe for pregnant users.,"∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧safeForPregnantUsers(y)∧healthyMeal(y))","For every user and product, if the product is a healthy meal and the user is pregnant and the product is safe for pregnant users, then the system is obligated to recommend the product to the user.",,,
MINISTRY085,Food Ministry,implication,obligation,Pregnant users must be recommended affordable meals that are safe for pregnant users.,"∀x.∀y.pregnant(x)∧safeForPregnantUsers(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the user is pregnant and the product is safe for pregnant users, then the system is obligated to recommend the product to the user.",,,
MINISTRY085,Food Ministry,dyadic,obligation,Pregnant users must be recommended affordable meals that are safe for pregnant users.,"∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧safeForPregnantUsers(y)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the user is pregnant and the product is safe for pregnant users, then the system is obligated to recommend the product to the user.",,,
MINISTRY086,Food Ministry,implication,obligation,Hypertensive users must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.hypertensive(x)∧compliesWithGuideline(y)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the product complies with ministry guidelines and the product is a healthy meal and the user is hypertensive, then the system is obligated to recommend the product to the user.",,,
MINISTRY086,Food Ministry,dyadic,obligation,Hypertensive users must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.O(recommend(System,y,x)|hypertensive(x)∧compliesWithGuideline(y)∧healthyMeal(y))","For every user and product, if the product complies with ministry guidelines and the product is a healthy meal and the user is hypertensive, then the system is obligated to recommend the product to the user.",,,
MINISTRY087,Food Ministry,implication,obligation,Hypertensive users must be recommended affordable meals that comply with the nutrition guideline.,"∀x.∀y.hypertensive(x)∧compliesWithGuideline(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the product complies with ministry guidelines and the user is hypertensive, then the system is obligated to recommend the product to the user.",,,
MINISTRY087,Food Ministry,dyadic,obligation,Hypertensive users must be recommended affordable meals that comply with the nutrition guideline.,"∀x.∀y.O(recommend(System,y,x)|hypertensive(x)∧compliesWithGuideline(y)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the product complies with ministry guidelines and the user is hypertensive, then the system is obligated to recommend the product to the user.",,,
MINISTRY088,Food Ministry,implication,obligation,Children must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.child(x)∧healthyMeal(y)∧compliesWithGuideline(y)->O(recommend(System,y,x))","For every user and product, if the user is a child and the product complies with ministry guidelines and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY088,Food Ministry,dyadic,obligation,Children must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.O(recommend(System,y,x)|child(x)∧healthyMeal(y)∧compliesWithGuideline(y))","For every user and product, if the user is a child and the product complies with ministry guidelines and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY089,Food Ministry,implication,obligation,Children must be recommended healthy meals that are affordable.,"∀x.∀y.child(x)∧healthyMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the user is a child and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY089,Food Ministry,dyadic,obligation,Children must be recommended healthy meals that are affordable.,"∀x.∀y.O(recommend(System,y,x)|child(x)∧healthyMeal(y)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the user is a child and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY090,Food Ministry,implication,obligation,Adults must be recommended healthy meals that are affordable.,"∀x.∀y.adult(x)∧healthyMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the user is an adult and the product is an affordable meal and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY090,Food Ministry,dyadic,obligation,Adults must be recommended healthy meals that are affordable.,"∀x.∀y.O(recommend(System,y,x)|adult(x)∧healthyMeal(y)∧affordableMeal(y))","For every user and product, if the user is an adult and the product is an affordable meal and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY091,Food Ministry,implication,obligation,Vulnerable users must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.vulnerableUser(x)∧compliesWithGuideline(y)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the product complies with ministry guidelines and the product is a healthy meal and the user is vulnerable, then the system is obligated to recommend the product to the user.",,,
MINISTRY091,Food Ministry,dyadic,obligation,Vulnerable users must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧compliesWithGuideline(y)∧healthyMeal(y))","For every user and product, if the product complies with ministry guidelines and the product is a healthy meal and the user is vulnerable, then the system is obligated to recommend the product to the user.",,,
MINISTRY092,Food Ministry,implication,obligation,Elderly users must be recommended approved healthy meals.,"∀x.∀y.elderly(x)∧approvedByMinistry(y)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is approved by the ministry and the user is elderly and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY092,Food Ministry,dyadic,obligation,Elderly users must be recommended approved healthy meals.,"∀x.∀y.O(recommend(System,y,x)|elderly(x)∧approvedByMinistry(y)∧healthyMeal(y))","For every user and product, if the product is approved by the ministry and the user is elderly and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY093,Food Ministry,implication,obligation,Diabetic users must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.diabetic(x)∧compliesWithGuideline(y)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the product complies with ministry guidelines and the user is diabetic and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY093,Food Ministry,dyadic,obligation,Diabetic users must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧compliesWithGuideline(y)∧healthyMeal(y))","For every user and product, if the product complies with ministry guidelines and the user is diabetic and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
MINISTRY094,Food Ministry,implication,obligation,Hypertensive users must be recommended healthy meals that are affordable.,"∀x.∀y.hypertensive(x)∧healthyMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the product is a healthy meal and the user is hypertensive, then the system is obligated to recommend the product to the user.",,,
MINISTRY094,Food Ministry,dyadic,obligation,Hypertensive users must be recommended healthy meals that are affordable.,"∀x.∀y.O(recommend(System,y,x)|hypertensive(x)∧healthyMeal(y)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the product is a healthy meal and the user is hypertensive, then the system is obligated to recommend the product to the user.",,,
MINISTRY095,Food Ministry,implication,obligation,Pregnant users must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.pregnant(x)∧compliesWithGuideline(y)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the product complies with ministry guidelines and the product is a healthy meal and the user is pregnant, then the system is obligated to recommend the product to the user.",,,
MINISTRY095,Food Ministry,dyadic,obligation,Pregnant users must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧compliesWithGuideline(y)∧healthyMeal(y))","For every user and product, if the product complies with ministry guidelines and the product is a healthy meal and the user is pregnant, then the system is obligated to recommend the product to the user.",,,
MINISTRY096,Food Ministry,implication,obligation,Vulnerable users must be recommended affordable meals that comply with the nutrition guideline.,"∀x.∀y.vulnerableUser(x)∧affordableMeal(y)∧compliesWithGuideline(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the product complies with ministry guidelines and the user is vulnerable, then the system is obligated to recommend the product to the user.",,,
MINISTRY096,Food Ministry,dyadic,obligation,Vulnerable users must be recommended affordable meals that comply with the nutrition guideline.,"∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧affordableMeal(y)∧compliesWithGuideline(y))","For every user and product, if the product is an affordable meal and the product complies with ministry guidelines and the user is vulnerable, then the system is obligated to recommend the product to the user.",,,
MINISTRY097,Food Ministry,implication,obligation,Elderly users must be recommended affordable meals that comply with the nutrition guideline.,"∀x.∀y.elderly(x)∧compliesWithGuideline(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the product complies with ministry guidelines and the user is elderly, then the system is obligated to recommend the product to the user.",,,
MINISTRY097,Food Ministry,dyadic,obligation,Elderly users must be recommended affordable meals that comply with the nutrition guideline.,"∀x.∀y.O(recommend(System,y,x)|elderly(x)∧compliesWithGuideline(y)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the product complies with ministry guidelines and the user is elderly, then the system is obligated to recommend the product to the user.",,,
MINISTRY098,Food Ministry,implication,obligation,Adults must be recommended approved healthy meals.,"∀x.∀y.adult(x)∧approvedByMinistry(y)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the user is an adult and the product is approved by the ministry and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
