source,id,stakeholder,norm_type,formula_type,nl_norm,formula,parser_valid,expected_pattern,auto_semantic_score,auto_error_type,ast_node_count,ast_depth,ast_predicate_count
baseline,INDUSTRY093,Food Industry,obligation,implication,Food Industry policy requires the recommender to support this commercial objective: Available certified products should be recommended to loyal customers.,"∀x.∀y.loyalCustomer(x)∧available(y)∧certified(y)->O(recommend(System,y,x))",True,True,2,none,10,6,4
baseline,INDUSTRY093,Food Industry,obligation,dyadic,Food Industry policy requires the recommender to support this commercial objective: Available certified products should be recommended to loyal customers.,"∀x.∀y.O(recommend(System,y,x)|loyalCustomer(x)∧available(y)∧certified(y))",True,True,2,none,9,6,4
baseline,INDUSTRY094,Food Industry,prohibition,implication,Food Industry compliance prohibits the recommender from violating this product-suitability rule: Restricted products should not be recommended even when sponsored.,"∀x.∀y.restricted(y)∧sponsored(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,INDUSTRY094,Food Industry,prohibition,dyadic,Food Industry compliance prohibits the recommender from violating this product-suitability rule: Restricted products should not be recommended even when sponsored.,"∀x.∀y.F(recommend(System,y,x)|restricted(y)∧sponsored(y))",True,True,2,none,7,5,3
baseline,INDUSTRY095,Food Industry,permission,implication,Food Industry policy permits the recommender to use this market placement rule: Brand safe products may be recommended to eligible users.,"∀x.∀y.eligible(x)∧brandSafe(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,INDUSTRY095,Food Industry,permission,dyadic,Food Industry policy permits the recommender to use this market placement rule: Brand safe products may be recommended to eligible users.,"∀x.∀y.P(recommend(System,y,x)|eligible(x)∧brandSafe(y))",True,True,2,none,7,5,3
baseline,INDUSTRY096,Food Industry,prohibition,implication,Food Industry compliance prohibits the recommender from violating this product-suitability rule: Brand unsafe products should not be recommended.,"∀x.∀y.brandUnsafe(y)->F(recommend(System,y,x))",True,True,0,semantic_mismatch_possible,6,5,2
baseline,INDUSTRY096,Food Industry,prohibition,dyadic,Food Industry compliance prohibits the recommender from violating this product-suitability rule: Brand unsafe products should not be recommended.,"∀x.∀y.F(recommend(System,y,x)|brandUnsafe(y))",True,True,0,semantic_mismatch_possible,5,4,2
baseline,INDUSTRY097,Food Industry,obligation,implication,Food Industry policy requires the recommender to support this commercial objective: Market preference products should be promoted to interested users.,"∀x.∀y.interestedIn(x,MarketPreference)∧marketPreferenceProduct(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,INDUSTRY097,Food Industry,obligation,dyadic,Food Industry policy requires the recommender to support this commercial objective: Market preference products should be promoted to interested users.,"∀x.∀y.O(recommend(System,y,x)|interestedIn(x,MarketPreference)∧marketPreferenceProduct(y))",True,True,2,none,7,5,3
baseline,INDUSTRY098,Food Industry,permission,implication,Food Industry policy permits the recommender to use this market placement rule: Cuisine specific products may be recommended to interested users.,"∀x.∀y.interestedIn(x,CuisineSpecific)∧cuisineSpecificProduct(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
baseline,INDUSTRY098,Food Industry,permission,dyadic,Food Industry policy permits the recommender to use this market placement rule: Cuisine specific products may be recommended to interested users.,"∀x.∀y.P(recommend(System,y,x)|interestedIn(x,CuisineSpecific)∧cuisineSpecificProduct(y))",True,True,2,none,7,5,3
baseline,INDUSTRY099,Food Industry,prohibition,implication,Food Industry compliance prohibits the recommender from violating this product-suitability rule: Sponsored products conflicting with user safety should not be recommended.,"∀x.∀y.sponsored(y)∧¬safeFor(x,y)->F(recommend(System,y,x))",True,True,2,none,9,6,3
baseline,INDUSTRY099,Food Industry,prohibition,dyadic,Food Industry compliance prohibits the recommender from violating this product-suitability rule: Sponsored products conflicting with user safety should not be recommended.,"∀x.∀y.F(recommend(System,y,x)|sponsored(y)∧¬safeFor(x,y))",True,True,2,none,8,6,3
baseline,INDUSTRY100,Food Industry,obligation,implication,Food Industry policy requires the recommender to support this commercial objective: Available brand safe sponsored products should be recommended to loyal eligible users.,"∀x.∀y.eligible(x)∧loyalCustomer(x)∧sponsored(y)∧available(y)∧brandSafe(y)->O(recommend(System,y,x))",True,True,2,none,14,8,6
baseline,INDUSTRY100,Food Industry,obligation,dyadic,Food Industry policy requires the recommender to support this commercial objective: Available brand safe sponsored products should be recommended to loyal eligible users.,"∀x.∀y.O(recommend(System,y,x)|eligible(x)∧loyalCustomer(x)∧sponsored(y)∧available(y)∧brandSafe(y))",True,True,2,none,13,8,6
claude,USER001,User,prohibition,implication,Children should not receive energy drink recommendations.,"∀x.∀y.child(x)∧energyDrink(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER001,User,prohibition,dyadic,Children should not receive energy drink recommendations.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧energyDrink(y))",True,True,2,none,7,5,3
claude,USER002,User,prohibition,implication,Children should not be recommended sugary snacks.,"∀x.∀y.child(x)∧sugarySnack(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER002,User,prohibition,dyadic,Children should not be recommended sugary snacks.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧sugarySnack(y))",True,True,2,none,7,5,3
claude,USER003,User,prohibition,implication,Children should not be recommended ultra-processed food.,"∀x.∀y.child(x)∧ultraProcessedFood(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER003,User,prohibition,dyadic,Children should not be recommended ultra-processed food.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧ultraProcessedFood(y))",True,True,2,none,7,5,3
claude,USER004,User,permission,implication,Children may be recommended healthy meals.,"∀x.∀y.child(x)∧healthyMeal(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER004,User,permission,dyadic,Children may be recommended healthy meals.,"∀x.∀y.P(recommend(System,y,x)|child(x)∧healthyMeal(y))",True,True,2,none,7,5,3
claude,USER005,User,obligation,implication,Children must be recommended low sugar food.,"∀x.∀y.child(x)∧lowSugarFood(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER005,User,obligation,dyadic,Children must be recommended low sugar food.,"∀x.∀y.O(recommend(System,y,x)|child(x)∧lowSugarFood(y))",True,True,2,none,7,5,3
claude,USER006,User,prohibition,implication,Children should not be recommended spicy meals.,"∀x.∀y.child(x)∧spicyMeal(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER006,User,prohibition,dyadic,Children should not be recommended spicy meals.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧spicyMeal(y))",True,True,2,none,7,5,3
claude,USER007,User,permission,implication,Children may be recommended mild meals.,"∀x.∀y.child(x)∧mildMeal(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER007,User,permission,dyadic,Children may be recommended mild meals.,"∀x.∀y.P(recommend(System,y,x)|child(x)∧mildMeal(y))",True,True,2,none,7,5,3
claude,USER008,User,permission,implication,Adults may be recommended energy drinks.,"∀x.∀y.adult(x)∧energyDrink(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER008,User,permission,dyadic,Adults may be recommended energy drinks.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧energyDrink(y))",True,True,2,none,7,5,3
claude,USER009,User,permission,implication,Adults may be recommended spicy meals.,"∀x.∀y.adult(x)∧spicyMeal(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER009,User,permission,dyadic,Adults may be recommended spicy meals.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧spicyMeal(y))",True,True,2,none,7,5,3
claude,USER010,User,permission,implication,Adults may be recommended affordable meals.,"∀x.∀y.adult(x)∧affordableMeal(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER010,User,permission,dyadic,Adults may be recommended affordable meals.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧affordableMeal(y))",True,True,2,none,7,5,3
claude,USER011,User,obligation,implication,Elderly users should be recommended low salt food.,"∀x.∀y.elderly(x)∧lowSaltFood(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER011,User,obligation,dyadic,Elderly users should be recommended low salt food.,"∀x.∀y.O(recommend(System,y,x)|elderly(x)∧lowSaltFood(y))",True,True,2,none,7,5,3
claude,USER012,User,prohibition,implication,Elderly users should not be recommended salty snacks.,"∀x.∀y.elderly(x)∧saltySnack(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER012,User,prohibition,dyadic,Elderly users should not be recommended salty snacks.,"∀x.∀y.F(recommend(System,y,x)|elderly(x)∧saltySnack(y))",True,True,2,none,7,5,3
claude,USER013,User,permission,implication,Elderly users may be recommended healthy meals.,"∀x.∀y.elderly(x)∧healthyMeal(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER013,User,permission,dyadic,Elderly users may be recommended healthy meals.,"∀x.∀y.P(recommend(System,y,x)|elderly(x)∧healthyMeal(y))",True,True,2,none,7,5,3
claude,USER014,User,prohibition,implication,Elderly users should not be recommended ultra-processed food.,"∀x.∀y.elderly(x)∧ultraProcessedFood(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER014,User,prohibition,dyadic,Elderly users should not be recommended ultra-processed food.,"∀x.∀y.F(recommend(System,y,x)|elderly(x)∧ultraProcessedFood(y))",True,True,2,none,7,5,3
claude,USER015,User,prohibition,implication,Pregnant users should not be recommended energy drinks.,"∀x.∀y.pregnant(x)∧energyDrink(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER015,User,prohibition,dyadic,Pregnant users should not be recommended energy drinks.,"∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧energyDrink(y))",True,True,2,none,7,5,3
claude,USER016,User,obligation,implication,Pregnant users must be recommended healthy meals.,"∀x.∀y.pregnant(x)∧healthyMeal(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER016,User,obligation,dyadic,Pregnant users must be recommended healthy meals.,"∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧healthyMeal(y))",True,True,2,none,7,5,3
claude,USER017,User,prohibition,implication,Pregnant users should not be recommended shellfish meals.,"∀x.∀y.pregnant(x)∧shellfishMeal(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER017,User,prohibition,dyadic,Pregnant users should not be recommended shellfish meals.,"∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧shellfishMeal(y))",True,True,2,none,7,5,3
claude,USER018,User,permission,implication,Pregnant users may be recommended low sugar food.,"∀x.∀y.pregnant(x)∧lowSugarFood(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER018,User,permission,dyadic,Pregnant users may be recommended low sugar food.,"∀x.∀y.P(recommend(System,y,x)|pregnant(x)∧lowSugarFood(y))",True,True,2,none,7,5,3
claude,USER019,User,prohibition,implication,Diabetic users should not be recommended sugary snacks.,"∀x.∀y.diabetic(x)∧sugarySnack(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER019,User,prohibition,dyadic,Diabetic users should not be recommended sugary snacks.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧sugarySnack(y))",True,True,2,none,7,5,3
claude,USER020,User,obligation,implication,Diabetic users must be recommended low sugar food.,"∀x.∀y.diabetic(x)∧lowSugarFood(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER020,User,obligation,dyadic,Diabetic users must be recommended low sugar food.,"∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧lowSugarFood(y))",True,True,2,none,7,5,3
claude,USER021,User,prohibition,implication,Diabetic users should not be recommended energy drinks.,"∀x.∀y.diabetic(x)∧energyDrink(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER021,User,prohibition,dyadic,Diabetic users should not be recommended energy drinks.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧energyDrink(y))",True,True,2,none,7,5,3
claude,USER022,User,permission,implication,Diabetic users may be recommended healthy meals.,"∀x.∀y.diabetic(x)∧healthyMeal(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER022,User,permission,dyadic,Diabetic users may be recommended healthy meals.,"∀x.∀y.P(recommend(System,y,x)|diabetic(x)∧healthyMeal(y))",True,True,2,none,7,5,3
claude,USER023,User,prohibition,implication,Hypertensive users should not be recommended salty snacks.,"∀x.∀y.hypertensive(x)∧saltySnack(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER023,User,prohibition,dyadic,Hypertensive users should not be recommended salty snacks.,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧saltySnack(y))",True,True,2,none,7,5,3
claude,USER024,User,obligation,implication,Hypertensive users must be recommended low salt food.,"∀x.∀y.hypertensive(x)∧lowSaltFood(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER024,User,obligation,dyadic,Hypertensive users must be recommended low salt food.,"∀x.∀y.O(recommend(System,y,x)|hypertensive(x)∧lowSaltFood(y))",True,True,2,none,7,5,3
claude,USER025,User,prohibition,implication,Hypertensive users should not be recommended ultra-processed food.,"∀x.∀y.hypertensive(x)∧ultraProcessedFood(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER025,User,prohibition,dyadic,Hypertensive users should not be recommended ultra-processed food.,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧ultraProcessedFood(y))",True,True,2,none,7,5,3
claude,USER026,User,permission,implication,Hypertensive users may be recommended Mediterranean meals.,"∀x.∀y.hypertensive(x)∧mediterraneanMeal(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER026,User,permission,dyadic,Hypertensive users may be recommended Mediterranean meals.,"∀x.∀y.P(recommend(System,y,x)|hypertensive(x)∧mediterraneanMeal(y))",True,True,2,none,7,5,3
claude,USER027,User,prohibition,implication,Users allergic to nuts should not be recommended nut snacks.,"∀x.∀y.allergicTo(x,Nuts)∧nutSnack(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER027,User,prohibition,dyadic,Users allergic to nuts should not be recommended nut snacks.,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Nuts)∧nutSnack(y))",True,True,2,none,7,5,3
claude,USER028,User,prohibition,implication,Users allergic to nuts should not be recommended food containing nuts.,"∀x.∀y.allergicTo(x,Nuts)∧contains(y,Nuts)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER028,User,prohibition,dyadic,Users allergic to nuts should not be recommended food containing nuts.,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Nuts)∧contains(y,Nuts))",True,True,2,none,7,5,3
claude,USER029,User,prohibition,implication,Users allergic to shellfish should not be recommended shellfish meals.,"∀x.∀y.allergicTo(x,Shellfish)∧shellfishMeal(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER029,User,prohibition,dyadic,Users allergic to shellfish should not be recommended shellfish meals.,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Shellfish)∧shellfishMeal(y))",True,True,2,none,7,5,3
claude,USER030,User,prohibition,implication,Users allergic to shellfish should not be recommended food containing shellfish.,"∀x.∀y.allergicTo(x,Shellfish)∧contains(y,Shellfish)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER030,User,prohibition,dyadic,Users allergic to shellfish should not be recommended food containing shellfish.,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Shellfish)∧contains(y,Shellfish))",True,True,2,none,7,5,3
claude,USER031,User,obligation,implication,Vegan users must be recommended vegan meals.,"∀x.∀y.vegan(x)∧veganMeal(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER031,User,obligation,dyadic,Vegan users must be recommended vegan meals.,"∀x.∀y.O(recommend(System,y,x)|vegan(x)∧veganMeal(y))",True,True,2,none,7,5,3
claude,USER032,User,prohibition,implication,Vegan users should not be recommended non-vegan products.,"∀x.∀y.vegan(x)∧nonVegan(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER032,User,prohibition,dyadic,Vegan users should not be recommended non-vegan products.,"∀x.∀y.F(recommend(System,y,x)|vegan(x)∧nonVegan(y))",True,True,2,none,7,5,3
claude,USER033,User,permission,implication,Vegan users may be recommended sustainable meals.,"∀x.∀y.vegan(x)∧sustainableMeal(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER033,User,permission,dyadic,Vegan users may be recommended sustainable meals.,"∀x.∀y.P(recommend(System,y,x)|vegan(x)∧sustainableMeal(y))",True,True,2,none,7,5,3
claude,USER034,User,permission,implication,Vegetarian users may be recommended vegetarian meals.,"∀x.∀y.vegetarian(x)∧vegetarianMeal(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER034,User,permission,dyadic,Vegetarian users may be recommended vegetarian meals.,"∀x.∀y.P(recommend(System,y,x)|vegetarian(x)∧vegetarianMeal(y))",True,True,2,none,7,5,3
claude,USER035,User,prohibition,implication,Vegetarian users should not be recommended shellfish meals.,"∀x.∀y.vegetarian(x)∧shellfishMeal(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER035,User,prohibition,dyadic,Vegetarian users should not be recommended shellfish meals.,"∀x.∀y.F(recommend(System,y,x)|vegetarian(x)∧shellfishMeal(y))",True,True,2,none,7,5,3
claude,USER036,User,obligation,implication,Users who require halal food must be recommended halal meals.,"∀x.∀y.requiresHalal(x)∧halalMeal(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER036,User,obligation,dyadic,Users who require halal food must be recommended halal meals.,"∀x.∀y.O(recommend(System,y,x)|requiresHalal(x)∧halalMeal(y))",True,True,2,none,7,5,3
claude,USER037,User,permission,implication,Users who require halal food may be recommended certified halal products.,"∀x.∀y.requiresHalal(x)∧certifiedHalal(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER037,User,permission,dyadic,Users who require halal food may be recommended certified halal products.,"∀x.∀y.P(recommend(System,y,x)|requiresHalal(x)∧certifiedHalal(y))",True,True,2,none,7,5,3
claude,USER038,User,obligation,implication,Users who require kosher food must be recommended kosher meals.,"∀x.∀y.requiresKosher(x)∧kosherMeal(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER038,User,obligation,dyadic,Users who require kosher food must be recommended kosher meals.,"∀x.∀y.O(recommend(System,y,x)|requiresKosher(x)∧kosherMeal(y))",True,True,2,none,7,5,3
claude,USER039,User,permission,implication,Users who require kosher food may be recommended certified kosher products.,"∀x.∀y.requiresKosher(x)∧certifiedKosher(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER039,User,permission,dyadic,Users who require kosher food may be recommended certified kosher products.,"∀x.∀y.P(recommend(System,y,x)|requiresKosher(x)∧certifiedKosher(y))",True,True,2,none,7,5,3
claude,USER040,User,prohibition,implication,Users who require kosher food should not be recommended shellfish meals.,"∀x.∀y.requiresKosher(x)∧shellfishMeal(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER040,User,prohibition,dyadic,Users who require kosher food should not be recommended shellfish meals.,"∀x.∀y.F(recommend(System,y,x)|requiresKosher(x)∧shellfishMeal(y))",True,True,2,none,7,5,3
claude,USER041,User,obligation,implication,Users who require gluten-free food must be recommended gluten-free meals.,"∀x.∀y.requiresGlutenFree(x)∧glutenFreeMeal(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER041,User,obligation,dyadic,Users who require gluten-free food must be recommended gluten-free meals.,"∀x.∀y.O(recommend(System,y,x)|requiresGlutenFree(x)∧glutenFreeMeal(y))",True,True,2,none,7,5,3
claude,USER042,User,permission,implication,Users who require gluten-free food may be recommended certified gluten-free products.,"∀x.∀y.requiresGlutenFree(x)∧certifiedGlutenFree(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER042,User,permission,dyadic,Users who require gluten-free food may be recommended certified gluten-free products.,"∀x.∀y.P(recommend(System,y,x)|requiresGlutenFree(x)∧certifiedGlutenFree(y))",True,True,2,none,7,5,3
claude,USER043,User,prohibition,implication,Gluten sensitive users should not be recommended non gluten-free meals.,"∀x.∀y.glutenSensitive(x)∧¬glutenFreeMeal(y)->F(recommend(System,y,x))",True,True,2,none,9,6,3
claude,USER043,User,prohibition,dyadic,Gluten sensitive users should not be recommended non gluten-free meals.,"∀x.∀y.F(recommend(System,y,x)|glutenSensitive(x)∧¬glutenFreeMeal(y))",True,True,2,none,8,6,3
claude,USER044,User,obligation,implication,Users who require lactose-free food must be recommended lactose-free meals.,"∀x.∀y.requiresLactoseFree(x)∧lactoseFreeMeal(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER044,User,obligation,dyadic,Users who require lactose-free food must be recommended lactose-free meals.,"∀x.∀y.O(recommend(System,y,x)|requiresLactoseFree(x)∧lactoseFreeMeal(y))",True,True,2,none,7,5,3
claude,USER045,User,permission,implication,Lactose intolerant users may be recommended certified lactose-free products.,"∀x.∀y.lactoseIntolerant(x)∧certifiedLactoseFree(y)->P(recommend(System,y,x))",True,True,1,partial_concept_overlap,8,5,3
claude,USER045,User,permission,dyadic,Lactose intolerant users may be recommended certified lactose-free products.,"∀x.∀y.P(recommend(System,y,x)|lactoseIntolerant(x)∧certifiedLactoseFree(y))",True,True,1,partial_concept_overlap,7,5,3
claude,USER046,User,prohibition,implication,Lactose intolerant users should not be recommended non lactose-free meals.,"∀x.∀y.lactoseIntolerant(x)∧¬lactoseFreeMeal(y)->F(recommend(System,y,x))",True,True,1,partial_concept_overlap,9,6,3
claude,USER046,User,prohibition,dyadic,Lactose intolerant users should not be recommended non lactose-free meals.,"∀x.∀y.F(recommend(System,y,x)|lactoseIntolerant(x)∧¬lactoseFreeMeal(y))",True,True,1,partial_concept_overlap,8,6,3
claude,USER047,User,obligation,implication,Users who require low sugar must be recommended low sugar food.,"∀x.∀y.requiresLowSugar(x)∧lowSugarFood(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER047,User,obligation,dyadic,Users who require low sugar must be recommended low sugar food.,"∀x.∀y.O(recommend(System,y,x)|requiresLowSugar(x)∧lowSugarFood(y))",True,True,2,none,7,5,3
claude,USER048,User,prohibition,implication,Users who require low sugar should not be recommended sugary snacks.,"∀x.∀y.requiresLowSugar(x)∧sugarySnack(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER048,User,prohibition,dyadic,Users who require low sugar should not be recommended sugary snacks.,"∀x.∀y.F(recommend(System,y,x)|requiresLowSugar(x)∧sugarySnack(y))",True,True,2,none,7,5,3
claude,USER049,User,obligation,implication,Users who require low salt must be recommended low salt food.,"∀x.∀y.requiresLowSalt(x)∧lowSaltFood(y)->O(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER049,User,obligation,dyadic,Users who require low salt must be recommended low salt food.,"∀x.∀y.O(recommend(System,y,x)|requiresLowSalt(x)∧lowSaltFood(y))",True,True,2,none,7,5,3
claude,USER050,User,prohibition,implication,Users who require low salt should not be recommended salty snacks.,"∀x.∀y.requiresLowSalt(x)∧saltySnack(y)->F(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER050,User,prohibition,dyadic,Users who require low salt should not be recommended salty snacks.,"∀x.∀y.F(recommend(System,y,x)|requiresLowSalt(x)∧saltySnack(y))",True,True,2,none,7,5,3
claude,USER051,User,permission,implication,Users may be recommended products they prefer.,"∀x.∀y.prefers(x,y)->P(recommend(System,y,x))",True,True,0,semantic_mismatch_possible,6,5,2
claude,USER051,User,permission,dyadic,Users may be recommended products they prefer.,"∀x.∀y.P(recommend(System,y,x)|prefers(x,y))",True,True,0,semantic_mismatch_possible,5,4,2
claude,USER052,User,prohibition,implication,Users should not be recommended products they avoid.,"∀x.∀y.avoids(x,y)->F(recommend(System,y,x))",True,True,0,semantic_mismatch_possible,6,5,2
claude,USER052,User,prohibition,dyadic,Users should not be recommended products they avoid.,"∀x.∀y.F(recommend(System,y,x)|avoids(x,y))",True,True,0,semantic_mismatch_possible,5,4,2
claude,USER053,User,permission,implication,Users who prefer Mediterranean cuisine may be recommended Mediterranean meals.,"∀x.∀y.prefers(x,y)∧mediterraneanMeal(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER053,User,permission,dyadic,Users who prefer Mediterranean cuisine may be recommended Mediterranean meals.,"∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧mediterraneanMeal(y))",True,True,2,none,7,5,3
claude,USER054,User,permission,implication,Users who prefer Asian cuisine may be recommended Asian meals.,"∀x.∀y.prefers(x,y)∧asianMeal(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER054,User,permission,dyadic,Users who prefer Asian cuisine may be recommended Asian meals.,"∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧asianMeal(y))",True,True,2,none,7,5,3
claude,USER055,User,permission,implication,Users who prefer affordable food may be recommended affordable meals.,"∀x.∀y.prefers(x,y)∧affordableMeal(y)->P(recommend(System,y,x))",True,True,2,none,8,5,3
claude,USER055,User,permission,dyadic,Users who prefer affordable food may be recommended affordable meals.,"∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧affordableMeal(y))",True,True,2,none,7,5,3
claude,USER056,User,permission,implication,Users may be recommended organic food.,"∀x.∀y.organicFood(y)->P(recommend(System,y,x))",True,True,2,none,6,5,2
claude,USER056,User,permission,dyadic,Users may be recommended organic food.,"∀x.∀y.P(recommend(System,y,x)|organicFood(y))",True,True,2,none,5,4,2
claude,USER057,User,permission,implication,Users may be recommended sustainable meals.,"∀x.∀y.sustainableMeal(y)->P(recommend(System,y,x))",True,True,2,none,6,5,2
claude,USER057,User,permission,dyadic,Users may be recommended sustainable meals.,"∀x.∀y.P(recommend(System,y,x)|sustainableMeal(y))",True,True,2,none,5,4,2
claude,USER058,User,permission,implication,Diabetic or hypertensive users may be recommended healthy meals.,"∀x.∀y.(diabetic(x)∨hypertensive(x))∧healthyMeal(y)->P(recommend(System,y,x))",True,True,1,partial_concept_overlap,10,6,4
claude,USER058,User,permission,dyadic,Diabetic or hypertensive users may be recommended healthy meals.,"∀x.∀y.P(recommend(System,y,x)|(diabetic(x)∨hypertensive(x))∧healthyMeal(y))",True,True,1,partial_concept_overlap,9,6,4
claude,USER059,User,prohibition,implication,Diabetic or hypertensive users should not be recommended ultra-processed food.,"∀x.∀y.(diabetic(x)∨hypertensive(x))∧ultraProcessedFood(y)->F(recommend(System,y,x))",True,True,1,partial_concept_overlap,10,6,4
claude,USER059,User,prohibition,dyadic,Diabetic or hypertensive users should not be recommended ultra-processed food.,"∀x.∀y.F(recommend(System,y,x)|(diabetic(x)∨hypertensive(x))∧ultraProcessedFood(y))",True,True,1,partial_concept_overlap,9,6,4
claude,USER060,User,prohibition,implication,Children or elderly users should not be recommended energy drinks.,"∀x.∀y.(child(x)∨elderly(x))∧energyDrink(y)->F(recommend(System,y,x))",True,True,1,partial_concept_overlap,10,6,4
claude,USER060,User,prohibition,dyadic,Children or elderly users should not be recommended energy drinks.,"∀x.∀y.F(recommend(System,y,x)|(child(x)∨elderly(x))∧energyDrink(y))",True,True,1,partial_concept_overlap,9,6,4
claude,USER061,User,permission,implication,Pregnant or elderly users may be recommended low salt food.,"∀x.∀y.(pregnant(x)∨elderly(x))∧lowSaltFood(y)->P(recommend(System,y,x))",True,True,1,partial_concept_overlap,10,6,4
claude,USER061,User,permission,dyadic,Pregnant or elderly users may be recommended low salt food.,"∀x.∀y.P(recommend(System,y,x)|(pregnant(x)∨elderly(x))∧lowSaltFood(y))",True,True,1,partial_concept_overlap,9,6,4
claude,USER062,User,permission,implication,Vegan or vegetarian users may be recommended vegetarian meals.,"∀x.∀y.(vegan(x)∨vegetarian(x))∧vegetarianMeal(y)->P(recommend(System,y,x))",True,True,2,none,10,6,4
claude,USER062,User,permission,dyadic,Vegan or vegetarian users may be recommended vegetarian meals.,"∀x.∀y.P(recommend(System,y,x)|(vegan(x)∨vegetarian(x))∧vegetarianMeal(y))",True,True,2,none,9,6,4
